Category,Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Review Count,Product URL,Scraped Date,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Rating Category,Price Category,Value Score
smartphones,Nokia 105 Original Phone 800 mAh Dual SIM Cards Unlocked Cheap Durable Brand New Phone Classic Feature phone kabambe/ Featured phone katululu with gift,Nokia 105 Original Phone 800 mAh Dual SIM Cards Unlocked Cheap Durable Brand New Phone Classic Feature phone kabambe/ Featured phone katululu with gift,1040,1999,48,FALSE,3,0,https://www.jumia.co.ke/nokia-105-original-phone-800-mah-dual-sim-cards-unlocked-cheap-durable-brand-new-phone-classic-feature-phone-kabambe-featured-phone-katululu-with-gift-328469369.html,07/26/26 13:39,,,800,,Average,Budget (<5k),0.444
smartphones,"XIAOMI Redmi Note 15, 6.77"" Curved Screen, 8GB RAM + 256GB, 6000mAh Battery, Black (25 Months Warranty) - Black + LED Watch, Earpods & Power bank","XIAOMI Redmi Note 15, 6.77"" Curved Screen, 8GB RAM + 256GB, 6000mAh Battery, Black (25 Months Warranty) - Black + LED Watch, Earpods & Power bank",27599,42350,34.8,FALSE,4.4,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-curved-screen-8gb-ram-256gb-6000mah-battery-black-25-months-warranty-black-led-watch-earpods-power-bank-311413553.html,07/26/26 13:39,8,8,6000,,Good,Mid-Range (15k-30k),0.544
smartphones,"XIAOMI Redmi A5, 6.88"", 3GB + 64GB , 5200mAh, DUAL SIM, 4G - Ocean Blue","XIAOMI Redmi A5, 6.88"", 3GB + 64GB , 5200mAh, DUAL SIM, 4G - Ocean Blue",10600,13000,18.5,FALSE,4.4,0,https://www.jumia.co.ke/xiaomi-redmi-a5-6.88-3gb-64gb-5200mah-dual-sim-4g-ocean-blue-314319001.html,07/26/26 13:39,3,,5200,,Good,Entry (5k-15k),0.496
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh WATCH ADAPTER, BLACK","Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  WATCH ADAPTER, BLACK",19599,30000,34.7,FALSE,4,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-watch-adapter-black-325430257.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.504
smartphones,"Samsung Galaxy A07, 6.7'' Display, 4GB RAM+128GB ROM (Dual) 50MP Camera, 5000mAh-2 yrs warranty+ FREE GIFTS","Samsung Galaxy A07, 6.7'' Display, 4GB RAM+128GB ROM (Dual) 50MP Camera, 5000mAh-2 yrs warranty+ FREE GIFTS",15090,19888,24.1,FALSE,4.3,0,https://www.jumia.co.ke/samsung-galaxy-a07-6.7-display-4gb-ram128gb-rom-dual-50mp-camera-5000mah-2-yrs-warranty-free-gifts-325445716.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.502
smartphones,"Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Green (25 Months Warranty)","Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Green (25 Months Warranty)",14699,16500,10.9,FALSE,4.4,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-green-25-months-warranty-328081985.html,07/26/26 13:39,4,4,6000,,Good,Entry (5k-15k),0.473
smartphones,"Samsung Galaxy A16, 4GB+128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah, WATCH, ADPTER, PHONE COVER, BLACK","Samsung  Galaxy A16, 4GB+128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah, WATCH, ADPTER, PHONE COVER, BLACK",17599,25000,29.6,FALSE,4.2,0,https://www.jumia.co.ke/samsung-galaxy-a16-4gb128gb-rom-6.7-hd-android-1450mp-camera-battery-5000mah-watch-adpter-phone-cover-black-303928964.html,07/26/26 13:39,128,,5000,50,Good,Mid-Range (15k-30k),0.509
smartphones,"Safaricom Neon Smarta 2, 5"" 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK","Safaricom Neon Smarta 2, 5"" 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK",2999,3000,0,FALSE,5,0,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-rom-2gb-ram-dual-sim-3300mah-black-327394540.html,07/26/26 13:39,32,2,3300,,Excellent,Budget (<5k),0.5
smartphones,"Samsung GALAXY A17 6.7'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh","Samsung GALAXY A17  6.7'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh",24699,36999,33.2,FALSE,4,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-8gb-ram-256gb-rom-dual-sim-50mp-5000mah-326301650.html,07/26/26 13:39,256,8,5000,50,Good,Mid-Range (15k-30k),0.5
smartphones,"Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Orange (25 Months Warranty)","Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Orange (25 Months Warranty)",14699,17000,13.5,FALSE,3.4,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-orange-25-months-warranty-328082025.html,07/26/26 13:39,4,4,6000,,Average,Entry (5k-15k),0.38
smartphones,"Tecno Spark 50, 6.78''120Hz Display, 128GB ROM+4GB RAM (+8GB Extended), 50MP FlashSnap (4G-Dual Sim), 6700mAh-Ink Black","Tecno Spark 50, 6.78''120Hz Display, 128GB ROM+4GB RAM (+8GB Extended), 50MP FlashSnap (4G-Dual Sim), 6700mAh-Ink Black",17499,19000,7.9,FALSE,4.3,0,https://www.jumia.co.ke/tecno-spark-50-6.78120hz-display-128gb-rom4gb-ram-8gb-extended-50mp-flashsnap-4g-dual-sim-6700mah-ink-black-327634489.html,07/26/26 13:39,128,4,6700,50,Good,Mid-Range (15k-30k),0.454
smartphones,"Tecno Camon 50 Pro - 6.78"" AMOLED, 256GB Storage, 8GB RAM, 4G, MediaTek Helio G200, 6150mAh Battery-Moonshadow Black","Tecno Camon 50 Pro - 6.78"" AMOLED, 256GB Storage, 8GB RAM, 4G, MediaTek Helio G200, 6150mAh Battery-Moonshadow Black",38499,39999,3.8,FALSE,4.3,0,https://www.jumia.co.ke/tecno-camon-50-pro-6.78-amoled-256gb-storage-8gb-ram-4g-mediatek-helio-g200-6150mah-battery-moonshadow-black-327109013.html,07/26/26 13:39,256,8,6150,,Good,Premium (30k-50k),0.441
smartphones,"Tecno SPARK 50 4G 128GB ROM+ 12GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6700mAh Battery 50MP CAMERA ANDROID 16 COMES WITH FREE STRAP , DUAL OTG AND AIRPODS FOR YOU","Tecno SPARK 50 4G 128GB ROM+ 12GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6700mAh Battery 50MP CAMERA ANDROID 16  COMES WITH FREE    STRAP , DUAL OTG AND AIRPODS FOR YOU",19099,30999,38.4,FALSE,4.2,0,https://www.jumia.co.ke/tecno-spark-50-4g-128gb-rom-12gb-ram-6.78-screen-120hz-refresh-rate-6700mah-battery-50mp-camera-android-16-comes-with-free-strap-dual-otg-and-airpods-for-you-327606915.html,07/26/26 13:39,128,12,6700,50,Good,Mid-Range (15k-30k),0.535
smartphones,"XIAOMI Redmi A7, 5.45"", 64GB + 3GB RAM (Dual Sim), 4000mAh - Black","XIAOMI Redmi A7, 5.45"", 64GB + 3GB RAM (Dual Sim), 4000mAh - Black",12290,15000,18.1,FALSE,4.4,0,https://www.jumia.co.ke/xiaomi-redmi-a7-5.45-64gb-3gb-ram-dual-sim-4000mah-black-327531872.html,07/26/26 13:39,64,3,4000,,Good,Entry (5k-15k),0.494
smartphones,"Infinix Smart 20, 6.78"", 4GB RAM + 64GB (Dual SIM), 5200Ah, 5200Ah, Shadow Black","Infinix Smart 20, 6.78"", 4GB RAM + 64GB (Dual SIM), 5200Ah, 5200Ah, Shadow Black",12800,14000,8.6,FALSE,4.5,0,https://www.jumia.co.ke/infinix-smart-20-6.78-4gb-ram-64gb-dual-sim-5200ah-5200ah-shadow-black-327867020.html,07/26/26 13:39,4,4,,,Excellent,Entry (5k-15k),0.476
smartphones,"Tecno Spark 50 4G, 6.78"" SCREEN 120Hz Refresh Rate, 128GB ROM + 4GB RAM, 6700mAh Battery 50MP Camera - Black+FREE GIFTS.","Tecno Spark 50 4G,  6.78"" SCREEN 120Hz Refresh Rate, 128GB ROM + 4GB RAM, 6700mAh Battery 50MP Camera - Black+FREE GIFTS.",19099,29999,36.3,FALSE,4.6,0,https://www.jumia.co.ke/tecno-spark-50-4g-6.78-screen-120hz-refresh-rate-128gb-rom-4gb-ram-6700mah-battery-50mp-camera-blackfree-gifts.-327402616.html,07/26/26 13:39,128,4,6700,50,Excellent,Mid-Range (15k-30k),0.569
smartphones,"XIAOMI Redmi Note 15, 6.8"", 6GB RAM + 128GB, 6000mAh, Black (25 Months Warranty)","XIAOMI Redmi Note 15, 6.8"", 6GB RAM + 128GB, 6000mAh, Black (25 Months Warranty)",27110,30000,9.6,FALSE,4.3,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.8-6gb-ram-128gb-6000mah-black-25-months-warranty-327051273.html,07/26/26 13:39,6,6,6000,,Good,Mid-Range (15k-30k),0.459
smartphones,"Tecno POP 20 4G, 6.75'', 128GB +4GB RAM (Dual SIM), 5000MAh - Black (1YR WRTY).","Tecno POP 20 4G, 6.75'', 128GB +4GB RAM (Dual SIM), 5000MAh - Black (1YR WRTY).",13990,15000,6.7,FALSE,5,0,https://www.jumia.co.ke/tecno-pop-20-4g-6.75-128gb-4gb-ram-dual-sim-5000mah-black-1yr-wrty.-327543910.html,07/26/26 13:39,128,4,5000,,Excellent,Entry (5k-15k),0.52
smartphones,"Tecno SPARK 50 4G 128GB ROM+ 12GB ( 4+ 8 )GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6700mAh Battery 50MP CAMEANDROID 16 COMES WITH FREE STRAP WATCH , AIRPODS AND OTG - black","Tecno SPARK 50 4G 128GB ROM+ 12GB ( 4+ 8 )GB RAM 6.78"" SCREEN 120Hz Refresh Rate  6700mAh Battery 50MP CAMEANDROID 16 COMES WITH FREE    STRAP WATCH ,  AIRPODS AND OTG  -  black",19099,40999,53.4,FALSE,4.4,0,https://www.jumia.co.ke/tecno-spark-50-4g-128gb-rom-12gb-4-8-gb-ram-6.78-screen-120hz-refresh-rate-6700mah-battery-50mp-cameandroid-16-comes-with-free-strap-watch-airpods-and-otg-black-327389256.html,07/26/26 13:39,128,,6700,50,Good,Mid-Range (15k-30k),0.6
smartphones,"Samsung Galaxy A17, 6.7'' HD+ Display, 4GB RAM + 128GB Storage (Dual Sim), 50MP Camera, 5000mAh Battery - Gray + Free Gifts","Samsung Galaxy A17, 6.7'' HD+ Display, 4GB RAM + 128GB Storage (Dual Sim), 50MP Camera, 5000mAh Battery - Gray + Free Gifts",19470,34999,44.4,FALSE,4.5,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-display-4gb-ram-128gb-storage-dual-sim-50mp-camera-5000mah-battery-gray-free-gifts-325675831.html,07/26/26 13:39,128,4,5000,50,Excellent,Mid-Range (15k-30k),0.583
smartphones,"Redmi A7 PRO By Xiaomi, 4GB RAM + 64GB, 50MP, 6.9"", 6000mAh, Dual Sim, (12 MONTHS WARRANTY) - BLUE","Redmi A7 PRO By Xiaomi, 4GB RAM + 64GB, 50MP, 6.9"", 6000mAh, Dual Sim, (12 MONTHS WARRANTY) - BLUE",12499,15099,17.2,FALSE,4.3,0,https://www.jumia.co.ke/redmi-a7-pro-by-xiaomi-4gb-ram-64gb-50mp-6.9-6000mah-dual-sim-12-months-warranty-blue-327543048.html,07/26/26 13:39,4,4,6000,50,Good,Entry (5k-15k),0.482
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS+24 MONTHS WARRANTY. GREY","Samsung  GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS+24 MONTHS WARRANTY. GREY",19650,22000,10.7,FALSE,4,0,https://www.jumia.co.ke/galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts24-months-warranty..for-you-samsung-mpg9466596.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.432
smartphones,"Samsung Galaxy A16, 6.7"", 4GB RAM + 128GB (Dual SIM), 5000mAh, Black+FreeGifts","Samsung Galaxy A16, 6.7"", 4GB RAM + 128GB (Dual SIM), 5000mAh, Black+FreeGifts",17799,19999,11,FALSE,3.9,0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-4gb-ram-128gb-dual-sim-5000mah-blackfreegifts-327649387.html,07/26/26 13:39,4,4,5000,,Good,Mid-Range (15k-30k),0.423
smartphones,"Samsung Galaxy A07, 6.7'' Display, 4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh/WARRANTY 2 year","Samsung Galaxy A07, 6.7'' Display, 4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh/WARRANTY 2 year",15600,16999,8.2,FALSE,4.2,0,https://www.jumia.co.ke/samsung-galaxy-a07-6.7-display-4gb-ram-128gb-rom-dual-sim-50mp-camera-5000mahwarranty-2-year-310415087.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.445
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 6GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh/24 MONTHS WARRANTY+AWESOME GIFTS FOR YOU.","Samsung GALAXY A17, 6.7'' HD+, 6GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh/24 MONTHS WARRANTY+AWESOME GIFTS FOR YOU.",22350,35000,36.1,FALSE,4.7,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-6gb-ram-128gb-rom-dual-sim-50mp-5000mah24-months-warrantyawesome-gifts-for-you.-325919901.html,07/26/26 13:39,128,6,5000,50,Excellent,Mid-Range (15k-30k),0.578
smartphones,"Samsung Galaxy A17, 6.7'' HD+ Display, 8GB RAM + 256GB Storage (Dual Sim), 50MP Camera, 5000mAh Battery - Blue+Web Watch+Power Bank+Adapter","Samsung Galaxy A17, 6.7'' HD+ Display, 8GB RAM + 256GB Storage  (Dual Sim), 50MP Camera, 5000mAh Battery - Blue+Web Watch+Power Bank+Adapter",26299,34299,23.3,FALSE,4.6,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-display-8gb-ram-256gb-storage-dual-sim-50mp-camera-5000mah-battery-blueweb-watchpower-bankadapter-325681755.html,07/26/26 13:39,256,8,5000,50,Excellent,Mid-Range (15k-30k),0.53
smartphones,"Tecno SPARK 50 4G 256GB Storage+UPTO 12GB RAM(8 extended) 6.78"" SCREEN ,6700mAh Battery 50MP CAMERA ANDROID 16-1 Year Warranty.","Tecno SPARK 50 4G 256GB Storage+UPTO 12GB RAM(8 extended) 6.78"" SCREEN ,6700mAh Battery 50MP CAMERA ANDROID 16-1 Year  Warranty.",21095,22999,8.3,FALSE,2.8,0,https://www.jumia.co.ke/tecno-spark-50-4g-256gb-storageupto-12gb-ram8-extended-6.78-screen-6700mah-battery-50mp-camera-android-16-1-year-warranty.-327797482.html,07/26/26 13:39,256,12,6700,50,Average,Mid-Range (15k-30k),0.305
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh - Blue","Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh - Blue",19750,25000,21,FALSE,4.1,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-blue-325430936.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.473
smartphones,"Tecno Spark 50 4G, 6.78'', 128GB + 4GB RAM, 6700mAh (Dual SIM), Grey","Tecno Spark 50 4G, 6.78'', 128GB + 4GB RAM, 6700mAh (Dual SIM), Grey",16570,18000,7.9,FALSE,4.8,0,https://www.jumia.co.ke/tecno-spark-50-4g-6.78-128gb-4gb-ram-6700mah-dual-sim-grey-328026396.html,07/26/26 13:39,128,4,6700,,Excellent,Mid-Range (15k-30k),0.504
smartphones,"Itel A100C 4G, 6.6"" Display, 2GB RAM + 64GB (Dual SIM), 5000mAh, Black","Itel A100C 4G, 6.6"" Display, 2GB RAM + 64GB (Dual SIM), 5000mAh, Black",9500,11000,13.6,FALSE,0,0,https://www.jumia.co.ke/itel-a100c-4g-6.6-display-2gb-ram-64gb-dual-sim-5000mah-black-327945388.html,07/26/26 13:39,2,2,5000,,No Rating,Entry (5k-15k),0.041
smartphones,"Poco C85, 6.9"", 128GB + 6GB RAM (Dual SIM), 6000mAh, 4G - Black(25 Months Warranty)","Poco C85, 6.9"", 128GB + 6GB RAM (Dual SIM), 6000mAh, 4G - Black(25 Months Warranty)",15999,18000,11.1,FALSE,4.3,0,https://www.jumia.co.ke/poco-c85-6.9-128gb-6gb-ram-dual-sim-6000mah-4g-black25-months-warranty-325670986.html,07/26/26 13:39,128,6,6000,,Good,Mid-Range (15k-30k),0.463
smartphones,"OPPO A31, 6GB + 128GB, Dual Sim, Green, Refurbished","OPPO A31, 6GB + 128GB, Dual Sim, Green, Refurbished",9450,11403,17.1,FALSE,3.3,0,https://www.jumia.co.ke/renewed-oppo-a31-6gb-128gb-dual-sim-green-refurbished-327457832.html,07/26/26 13:39,6,,,,Average,Entry (5k-15k),0.381
smartphones,"Samsung Galaxy A17, 6.7'' HD+ Display, 4GB RAM + 128GB Storage (Dual Sim), 50MP Camera, 5000mAh Battery - black +freegifts","Samsung Galaxy A17, 6.7'' HD+ Display, 4GB RAM + 128GB Storage (Dual Sim), 50MP Camera, 5000mAh Battery - black +freegifts",19899,30000,33.7,FALSE,4.3,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-display-4gb-ram-128gb-storage-dual-sim-50mp-camera-5000mah-battery-black-freegifts-325685808.html,07/26/26 13:39,128,4,5000,50,Good,Mid-Range (15k-30k),0.531
smartphones,"Tecno CAMON 50 Pro - 6.67"" 256GB ROM + 8GB RAM, 50MP CAMERA (Dual SIM) 5200mAh Battery - Black +SMART WATCH + EARBUDS+ POWER B","Tecno CAMON 50 Pro - 6.67"" 256GB ROM + 8GB RAM, 50MP CAMERA (Dual SIM) 5200mAh Battery - Black +SMART WATCH + EARBUDS+ POWER B",40999,50000,18,FALSE,3.9,0,https://www.jumia.co.ke/tecno-camon-50-pro-6.67-256gb-rom-8gb-ram-50mp-camera-dual-sim-5200mah-battery-black-smart-watch-earbuds-power-b-326979092.html,07/26/26 13:39,256,8,5200,50,Good,Premium (30k-50k),0.444
smartphones,"Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Blue (25 Months Warranty)","Redmi 15C By Xiaomi, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Blue (25 Months Warranty)",14699,16800,12.5,FALSE,3.5,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-blue-25-months-warranty-328081972.html,07/26/26 13:39,4,4,6000,,Good,Entry (5k-15k),0.387
smartphones,"Oppo A6 Pro 4G, 6.57"", 8GB RAM + 256GB ROM, IP69,80W Flash Charge,7000mA,(Dual Sim) Stellar Blue (2YRs WRTY)","Oppo A6 Pro 4G,  6.57"", 8GB RAM + 256GB ROM, IP69,80W Flash Charge,7000mA,(Dual Sim) Stellar Blue (2YRs WRTY)",40999,45999,10.9,FALSE,4.8,0,https://www.jumia.co.ke/oppo-a6-pro-4g-6.57-8gb-ram-256gb-rom-ip6980w-flash-charge7000madual-sim-stellar-blue-2yrs-wrty-325911441.html,07/26/26 13:39,256,8,,,Excellent,Premium (30k-50k),0.513
smartphones,"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black//WZ//","Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black//WZ//",3050,3500,12.9,FALSE,4.2,0,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-blackwz-327479380.html,07/26/26 13:39,32,2,3300,,Good,Budget (<5k),0.459
smartphones,"XIAOMI Redmi A7 Pro, 6.9"", 64GB + 4GB RAM (Dual Sim), 6000mAh - Black","XIAOMI Redmi A7 Pro, 6.9"", 64GB + 4GB RAM (Dual Sim), 6000mAh - Black",13500,15000,10,FALSE,4.7,0,https://www.jumia.co.ke/xiaomi-redmi-a7-pro-6.9-64gb-4gb-ram-dual-sim-6000mah-black-327531874.html,07/26/26 13:39,64,4,6000,,Excellent,Entry (5k-15k),0.5
smartphones,"Honor X5c Plus 6.74"" 4GB RAM+128GB 4G 5260 mAh Midnight Black - Dual Sim (1YR WRTY)","Honor X5c Plus 6.74"" 4GB RAM+128GB  4G 5260 mAh Midnight Black - Dual Sim (1YR WRTY)",15500,,0,FALSE,4.6,0,https://www.jumia.co.ke/honor-x5c-plus-6.74-4gb-ram128gb-4g-5260-mah-midnight-black-dual-sim-1yr-wrty-326840829.html,07/26/26 13:40,4,4,5260,,Excellent,Mid-Range (15k-30k),0.46
smartphones,"Samsung Galaxy A26 5G, 6.7'' 8GB RAM + 256GB ROM, 50MP +free gifts","Samsung Galaxy A26 5G, 6.7'' 8GB RAM + 256GB ROM, 50MP +free gifts",32899,59569,44.8,FALSE,4.3,0,https://www.jumia.co.ke/samsung-galaxy-a26-5g-6.7-8gb-ram-256gb-rom-50mp-free-gifts-325561238.html,07/26/26 13:40,256,8,,50,Good,Premium (30k-50k),0.564
smartphones,"Samsung A06 6.7''Screen, 4GB RAM +64GB STORAGE, 5000MAH DUAL+COVER+PROTECTOR..","Samsung A06 6.7''Screen, 4GB RAM +64GB STORAGE, 5000MAH DUAL+COVER+PROTECTOR..",12290,19999,38.5,FALSE,4.2,0,https://www.jumia.co.ke/samsung-a06-6.7screen-4gb-ram-64gb-storage-5000mah-dualcoverprotector..-278787260.html,07/26/26 13:40,4,4,5000,,Good,Entry (5k-15k),0.536
smartphones,"Redmi 15C By Xiaomi, 6.9"", Up to 4GB + 4GB Extended RAM + 128GB Storage, 6000mAh (Dual Sim) 1 Year warranty","Redmi 15C By Xiaomi, 6.9"", Up to 4GB + 4GB Extended RAM + 128GB Storage, 6000mAh (Dual Sim) 1 Year warranty",15545,31999,51.4,FALSE,4.3,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-up-to-4gb-4gb-extended-ram-128gb-storage-6000mah-dual-sim-1-year-warranty-325508457.html,07/26/26 13:40,128,,6000,,Good,Mid-Range (15k-30k),0.584
smartphones,"I16Pro Max 6.6-Inch Android Smartphone,4GB+64GB , Android 12, Incell Screen,Dual SIM, GPS WIFI All-In-One Phone","I16Pro Max 6.6-Inch Android Smartphone,4GB+64GB , Android 12, Incell Screen,Dual SIM, GPS WIFI All-In-One Phone",14418,,0,FALSE,0,0,https://www.jumia.co.ke/landvo-i16pro-max-6.6-inch-android-smartphone4gb64gb-android-12-incell-screendual-sim-gps-wifi-all-in-one-phone-326729266.html,07/26/26 13:40,64,,,,No Rating,Entry (5k-15k),0
smartphones,Honor Play 10 6.74” 3GB RAM + 64GB 4G 5000 mAh Midnight Black - Dual Card Sim (1YR WRTY),Honor Play 10 6.74” 3GB RAM + 64GB 4G 5000 mAh Midnight Black - Dual Card Sim  (1YR WRTY),11500,,0,FALSE,4.8,0,https://www.jumia.co.ke/honor-play-10-6.74-3gb-ram-64gb-4g-5000-mah-midnight-black-dual-card-sim-1yr-wrty-326846533.html,07/26/26 13:40,3,3,5000,,Excellent,Entry (5k-15k),0.48
smartphones,"Safaricom Neon Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh +Free Gifts(Earpods)","Safaricom  Neon Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh +Free Gifts(Earpods)",3899,10000,61,TRUE,4.6,0,https://www.jumia.co.ke/safaricom-neon-smarta-2-ips-lcd-display-5-inches-32gb-rom-2gb-ram-dual-sim-3300mah-free-giftsearpods-327110336.html,07/26/26 13:40,32,2,3300,,Excellent,Budget (<5k),0.643
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh/24 MONTHS WARRANTY+AMAIZING GIFTS","Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh/24 MONTHS WARRANTY+AMAIZING GIFTS",19550,27000,27.6,FALSE,4,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah24-months-warrantyamaizing-gifts-325431005.html,07/26/26 13:40,128,4,5000,50,Good,Mid-Range (15k-30k),0.483
smartphones,"Samsung A17, 5G 6.7'' HD+, 8GB RAM + 256 GB ROM, DUAL SIM, 50MP, 5000mAh","Samsung  A17, 5G 6.7'' HD+, 8GB RAM + 256 GB ROM, DUAL SIM, 50MP, 5000mAh",24599,39999,38.5,FALSE,4.6,0,https://www.jumia.co.ke/samsung-a17-5g-6.7-hd-8gb-ram-256-gb-rom-dual-sim-50mp-5000mah-326115038.html,07/26/26 13:40,256,8,5000,50,Excellent,Mid-Range (15k-30k),0.575
smartphones,"Redmi 15C By Xiaomi, 6.88"", 8GB RAM + 256GB ROM, Android 15 Dual SIM + SW BD2 PB2 BLUE","Redmi 15C By Xiaomi, 6.88"", 8GB RAM + 256GB ROM, Android 15 Dual SIM +  SW BD2 PB2 BLUE",20599,29000,29,FALSE,4.1,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.88-8gb-ram-256gb-rom-android-15-dual-sim-sw-bd2-pb2-blue-275367902.html,07/26/26 13:40,256,8,,,Good,Mid-Range (15k-30k),0.497
smartphones,"XIAOMI Redmi A5 4G, 6.88"", 3GB RAM + 64GB, 5200mAh, Dual SIM - Green","XIAOMI Redmi A5 4G, 6.88"", 3GB RAM + 64GB, 5200mAh, Dual SIM - Green",10600,13000,18.5,FALSE,4.3,0,https://www.jumia.co.ke/xiaomi-redmi-a5-4g-6.88-3gb-ram-64gb-5200mah-dual-sim-green-328084295.html,07/26/26 13:40,3,3,5200,,Good,Entry (5k-15k),0.486
smartphones,"Tecno CAMON 50 PRO,CURVED SCREEN,upto16 GB RAM +256GB Storage 5200 MAH BATTERY,-1 YEAR WARRANTY+SMART WATCH+POWERBANK-Black","Tecno CAMON 50 PRO,CURVED SCREEN,upto16 GB RAM +256GB Storage 5200 MAH BATTERY,-1 YEAR WARRANTY+SMART WATCH+POWERBANK-Black",38999,42999,9.3,FALSE,5,0,https://www.jumia.co.ke/tecno-camon-50-procurved-screenupto16-gb-ram-256gb-storage-5200-mah-battery-1-year-warrantysmart-watchpowerbank-black-326859579.html,07/26/26 13:40,256,16,5200,,Excellent,Premium (30k-50k),0.528
