Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Rating Category,Value Score,Price Category,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Product URL,Scraped Date
"OPPO A31, 6GB + 128GB, Dual Sim, Green, Refurbished",Oppo,9450,11403,17.1,FALSE,3.3,Average,0.349,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/renewed-oppo-a31-6gb-128gb-dual-sim-green-refurbished-327457832.html,07/23/26 19:47
"Redmi 15C, 6.9"", 8GB RAM+ 256GB, 6000mAh, 1 YEAR WARRANTY - Black",Xiaomi,21183,24999,15.3,FALSE,3.1,Average,0.146,Mid-Range (15k-30k),N/A,8,6000,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-1-year-warranty-black-327074462.html,07/23/26 19:47
"Koruima K1707 Feature Phones 1.77"" 1000mAh LED Torch Dual Sim Wireless FM Radio Button Phones Black",Koruima,953,5293,80,TRUE,3,Average,3.148,Budget (<5k),N/A,N/A,1000,N/A,https://www.jumia.co.ke/koruima-k1707-feature-phones-1.77-1000mah-led-torch-dual-sim-wireless-fm-radio-button-phones-black-325538433.html,07/23/26 19:49
"LESIA L281 2.8""QVGA, 2500mAh (Dual SIM) Feature Phone with Camera - Black",Lesia,899,1358,33.8,FALSE,2.5,Average,2.781,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/lesia-l281-2.8qvga-2500mah-dual-sim-feature-phone-with-camera-black-1yr-wrty-326633768.html,07/23/26 19:50
"Samsung Galaxy A57 5G, 6.7"", 8GB+ 256GB (Dual SIM), 5000mAh, Awesome Navy",Samsung,60220,66000,8.8,FALSE,2,Poor,0.033,Luxury (>50k),N/A,N/A,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a57-5g-6.7-8gb-256gb-dual-sim-5000mah-awesome-navy-328003654.html,07/23/26 19:48
"Huawei Psmart+2019 Refurbished 6.2 Inches FHD+ 256GB, 3400 mAh.",Huawei,12864,15977,19.5,FALSE,1,Poor,0.078,Entry (5k-15k),N/A,N/A,3400,N/A,https://www.jumia.co.ke/renewed-huawei-psmart2019-refurbished-6.2-inches-fhd-256gb-3400-mah.-326033655.html,07/23/26 19:49
"Honor X9d ""6.79"" 12GB RAM +256GB 5G Dual-SIM - Forest Green",Honor,49900,56334,11.4,FALSE,1,Poor,0.02,Premium (30k-50k),N/A,12,N/A,N/A,https://www.jumia.co.ke/honor-x9d-6.79-12gb-ram-256gb-5g-dual-sim-forest-green-free-x7e-earpods-327507716.html,07/23/26 19:48
"Tecno CAMON 30 Premier 5G, 512GB, 12GB RAM, 6.77"" AMOLED, Dual SIM, 5000mAh - Lava Black",Tecno,34000,104640,67.5,FALSE,1,Poor,0.029,Premium (30k-50k),N/A,12,5000,N/A,https://www.jumia.co.ke/tecno-camon-30-premier-5g-512gb-12gb-ram-6.77-amoled-dual-sim-5000mah-lava-black-328046818.html,07/23/26 19:49
"Vivo Y31d, 6.75"", 6GB RAM + 256GB (Dual SIM), 7200mAh, 44W Fast Charge, Gold",Vivo,29399,32999,10.9,FALSE,1,Poor,0.034,Mid-Range (15k-30k),N/A,6,7200,N/A,https://www.jumia.co.ke/vivo-y31d-6.75-6gb-ram-256gb-dual-sim-7200mah-44w-fast-charge-gold-327050268.html,07/23/26 19:49
"Huawei Psmart+2019 Refurbished 6.2 Inches FHD+ 256GB, 3400mAh..",Huawei,12864,15986,19.5,FALSE,1,Poor,0.078,Entry (5k-15k),N/A,N/A,3400,N/A,https://www.jumia.co.ke/renewed-huawei-psmart2019-refurbished-6.2-inches-fhd-256gb-3400mah..-326034114.html,07/23/26 19:50
"11 Pro+ 6.9 inch Android Smartphone, 4GB RAM 64GB ROM, 4G Network Dual SIM, GPS WIFI All-in-One P...",Other,14070,,0,FALSE,1,Poor,0.071,Entry (5k-15k),64,4,N/A,N/A,https://www.jumia.co.ke/landvo-11-pro-6.9-inch-android-smartphone-4gb-ram-64gb-rom4g-network-dual-sim-gps-wifi-all-in-one-phone-327499803.html,07/23/26 19:49
"A56 6.7 inch Smartphone, 4+64GB, Android 14, 4G Network Dual SIM, GPS WIFI All-in-One Phone",Other,17554,,0,FALSE,1,Poor,0.057,Mid-Range (15k-30k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/landvo-a56-6.7-inch-smartphone-464gbandroid-144g-network-dual-sim-gps-wifi-all-in-one-phone-327476241.html,07/23/26 19:49
Black 6.1 Inch For Huawei Y6 2019 Y6 Prime 2019,Other,5155,7090,27.3,FALSE,1,Poor,0.194,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/generic-black-6.1-inch-for-huawei-y6-2019-y6-prime-2019-327993316.html,07/23/26 19:50
